,astrocyte,endothelial cell,ependymal cell,fibroblast,microglial cell,mural cell,neuron,oligodendrocyte
250,-4.0109477,-4.286783,-4.399711,-4.296429,-4.0027504,-4.2686625,-5.284814,-4.1875606
251,-4.2474785,-4.6570864,-2.6716318,-4.740439,-4.1892877,-3.3546803,-6.2457104,-4.625472
252,-4.1830926,-4.4125843,-4.278191,-4.5531597,-4.098895,-4.3452263,-3.8272383,-4.1420674
253,-3.8519597,-4.4185,-3.7547505,-4.345664,-3.7617953,-2.4148064,-5.218581,-3.9119968
254,-4.2781677,-4.486264,-4.5945716,-4.555146,-4.2465367,-4.4371643,-6.4327164,-4.8203917
255,-4.262416,-3.8509388,-4.721951,-4.5818977,-4.2334666,-4.5202746,-6.384626,-4.783483
256,-5.620292,-4.7692833,-5.045344,-4.7160673,-4.320501,-4.9782815,-6.2623367,-5.5697675
257,-4.7214828,-4.4808087,-4.2955413,-4.509468,-3.9824536,-3.8752396,-4.871993,-4.290117
258,-4.9405446,-4.634951,-4.3701224,-4.459111,-4.3116555,-4.143304,-5.60273,-4.5475526
259,-4.228189,-4.599094,-5.192276,-4.4964404,-3.941523,-4.443298,-5.38778,-4.7572393
260,-3.9100447,-4.376028,-4.5085993,-4.2918153,-4.0294003,-3.1181233,-5.432815,-4.4653397
261,-3.8514895,-4.859455,-4.4704046,-5.0491123,-3.8283775,-4.5079584,-4.8822737,-4.0471888
262,-3.8182225,-3.93014,-4.3654766,-4.0140533,-4.7485166,-3.8738844,-4.414756,-3.8591485
263,-4.125533,-4.5026155,-4.5460453,-4.164379,-4.210151,-3.7204988,-5.1910734,-3.6923637
264,-4.279546,-4.354002,-4.7372184,-4.3873835,-3.8236532,-4.2751193,-5.0823097,-4.2645617
265,-4.521594,-4.5570908,-4.679801,-4.481989,-4.2885838,-4.463791,-5.1415806,-4.66128
266,-3.920343,-3.9782858,-4.1386414,-4.253234,-3.9040244,-3.870422,-5.333039,-3.9288325
267,-3.7962391,-3.808044,-3.857435,-3.8778942,-3.8126404,-3.8262355,-5.43573,-3.837391
268,-4.3107696,-4.129326,-4.795697,-4.2625947,-4.180957,-4.040635,-5.4991,-4.320769
269,-3.8063493,-3.808044,-3.9690754,-3.8056529,-3.8148825,-3.8150234,-5.305721,-3.8418908
270,-3.787387,-3.808044,-3.857435,-3.8056529,-3.7914634,-3.7926953,-3.9095416,-3.8180115
271,-4.283219,-4.435573,-3.625459,-4.394439,-3.8230817,-4.193585,-5.1706905,-4.1640024
272,-4.0112166,-4.2457647,-5.333127,-3.8783188,-3.8443937,-4.041194,-5.3438087,-3.9867394
273,-4.0777817,-4.6004653,-4.5918174,-4.3278484,-4.14383,-4.0782943,-3.8462615,-4.2499027
274,-3.814433,-4.3268657,-4.3442874,-5.307821,-3.8218517,-4.9203014,-4.2555175,-3.8375313
275,-3.898879,-4.4450703,-4.6985536,-4.338015,-3.1212742,-4.3539762,-5.4776683,-3.9411852
276,-3.794071,-4.148938,-4.281882,-4.9855742,-3.7825,-4.5392666,-4.053664,-3.8501368
277,-4.073617,-4.217817,-4.4838543,-4.8487096,-4.102792,-4.2052507,-4.9256845,-3.0119972
278,-3.87954,-4.0245023,-3.9602504,-3.8747609,-3.8159916,-3.8579419,-4.869823,-3.9486217
279,-3.8435018,-3.968588,-4.7479196,-4.1622677,-3.8143845,-3.875044,-5.5268793,-3.9299743
280,-4.319923,-4.3746567,-4.984718,-4.18064,-3.9612162,-4.41808,-5.415364,-4.206113
281,-3.9882314,-3.9876864,-4.4849067,-4.1461554,-3.8292158,-3.8097446,-5.517583,-3.8730762
282,-5.415014,-4.516441,-5.013611,-4.741099,-4.3384476,-4.4481816,-5.766284,-4.8969693
283,-3.8024173,-3.808044,-3.9589097,-3.8056529,-3.8113303,-3.7926953,-4.850885,-3.8413215
284,-3.9751182,-4.1969476,-4.4861646,-4.331342,-3.9590726,-4.334652,-5.492451,-4.546432
285,-3.9277837,-4.306101,-4.5516562,-4.263451,-4.2667756,-4.2690187,-4.927225,-4.0251913
286,-5.1947775,-5.1608057,-4.7614374,-4.943066,-4.293622,-4.502791,-5.746802,-4.2654886
287,-5.186848,-4.171912,-5.1723366,-4.646397,-4.272499,-4.2006397,-6.3498397,-4.1324778
288,-4.1756597,-4.1787186,-4.83408,-4.44222,-3.9721909,-4.1652827,-5.2457666,-3.9986155
289,-4.390145,-4.1488338,-5.231453,-4.142332,-3.8653448,-3.9342263,-5.154752,-3.8668432
290,-3.7974021,-3.8555524,-4.033838,-3.8056529,-3.804037,-3.9041827,-5.553576,-3.8358757
291,-3.826909,-3.854604,-4.0713115,-3.8056529,-3.820631,-3.8724437,-5.515908,-3.8638515
292,-3.9850714,-4.527055,-4.560895,-4.304583,-4.1448765,-4.349836,-5.528356,-4.01556
293,-4.0468016,-4.267766,-5.4676957,-3.8056529,-3.8206797,-4.0448794,-5.559937,-3.919629
294,-3.8374195,-4.159232,-5.106408,-3.8824263,-3.806482,-3.8603566,-4.6298466,-3.877348
295,-4.3793926,-4.4965568,-4.8696823,-4.4263144,-4.3517933,-4.461653,-5.6584673,-4.317025
296,-3.8038993,-3.8573422,-3.857435,-3.9541204,-3.8382041,-3.9092858,-5.504703,-3.8569217
297,-3.7537935,-3.6139944,-4.479518,-4.0959897,-3.8291016,-2.460836,-4.243649,-3.8660347
298,-4.658316,-4.5414042,-4.9005804,-4.3436284,-4.1384387,-4.478082,-5.5482163,-4.311237
299,-4.1341095,-3.6981034,-4.389697,-4.726496,-4.2229075,-4.2541533,-4.717788,-4.484686
300,-3.8836343,-4.2404165,-4.393281,-4.0659666,-4.047408,-4.314089,-5.6767573,-4.069173
301,-3.839927,-3.9451034,-4.3249836,-3.8056529,-3.8532774,-3.9139438,-4.5332613,-3.8594768
302,-4.5300984,-5.0569315,-4.7325215,-4.295823,-3.9234576,-4.386323,-5.525691,-4.3331347
303,-3.9639163,-4.343275,-5.7422404,-4.0497646,-3.83473,-3.7478037,-5.470759,-3.875085
304,-3.8847437,-4.5232806,-4.244084,-4.4108706,-4.1962395,-4.374547,-4.4982433,-4.351574
305,-4.0768967,-4.2231674,-4.694849,-4.1792965,-4.0293922,-4.219542,-5.1828136,-4.003436
306,-4.48861,-4.4824734,-4.8779263,-4.2362375,-3.9484832,-4.228638,-5.282582,-4.2970734
307,-4.4997554,-5.2765083,-4.7103105,-4.0801435,-4.137147,-4.244366,-5.2608724,-4.1911163
308,-3.8282886,-3.9720836,-4.358198,-3.8056529,-3.8041708,-3.7926953,-4.396665,-3.830307
309,-3.8774116,-4.069668,-4.66062,-4.609193,-3.8903627,-4.296532,-4.678879,-3.9495099
310,-3.8018885,-4.4744983,-4.853887,-4.8676176,-3.879203,-4.366914,-4.3870864,-3.8274922
311,-3.7860165,-3.808044,-3.857435,-3.8056529,-3.7914634,-3.7926953,-4.0607257,-3.820676
312,-3.8894577,-4.2481394,-4.7199373,-4.092076,-4.095883,-4.2130785,-5.200964,-3.926434
313,-4.2671824,-4.2539883,-4.7440743,-4.3195534,-3.905226,-4.056847,-5.370983,-3.8946464
314,-3.9258416,-4.276947,-5.3236213,-4.307361,-3.8062809,-3.8848166,-5.0144095,-3.8503106
315,-3.9645352,-4.234196,-4.119663,-4.3398457,-4.018928,-4.2041264,-5.4598947,-4.3302245
316,-5.106492,-4.753745,-5.1255417,-4.76112,-4.0422583,-4.0048537,-5.2601113,-4.1630507
317,-4.4372063,-4.4369545,-4.623305,-4.2780533,-4.1101756,-4.2417583,-4.971245,-4.3692393
318,-4.027755,-4.382088,-4.157567,-3.320981,-4.125931,-3.271905,-3.9244542,-4.3915563
319,-3.8914862,-3.8821387,-5.1177278,-3.9531894,-3.8340018,-3.8684437,-5.270124,-3.937887
320,-3.8609905,-4.298996,-4.32735,-4.0336328,-3.8582633,-4.008041,-5.3273783,-3.9384842
321,-3.6600373,-3.6435983,-3.7369823,-3.9610677,-4.2268233,-2.6496038,-3.7571144,-3.7134132
322,-4.3017197,-4.0780416,-4.457987,-3.4024518,-3.8512883,-4.142928,-5.385744,-4.4585814
323,-4.3483047,-4.489437,-4.8010626,-4.424242,-4.0659556,-4.498079,-5.773421,-4.672526
324,-4.368465,-4.5234284,-4.7954645,-4.2633924,-4.213138,-4.4052525,-5.1204424,-4.119482
325,-4.089413,-4.4642606,-4.3668942,-4.404224,-4.1986322,-4.1671076,-6.1388674,-4.5263004
326,-3.8251843,-2.522247,-3.857435,-3.8056529,-3.8206506,-3.7926953,-4.3844485,-3.8881454
327,-3.9120343,-4.090884,-4.2776217,-5.0994644,-3.8771737,-4.3452563,-4.679165,-4.4634633
328,-4.0887694,-3.9732122,-4.148377,-3.93887,-3.808646,-3.9174628,-5.4902744,-3.8707435
329,-3.9463768,-4.605633,-4.8008857,-4.4579096,-4.065732,-4.707435,-5.493312,-4.300181
330,-4.087187,-4.2825484,-4.7255,-4.1304307,-4.1750526,-4.3174243,-3.5726311,-4.5894375
331,-3.7979786,-3.8702915,-3.9633665,-3.900451,-3.805468,-3.7926953,-5.012915,-3.8332977
332,-4.1769886,-4.5983653,-5.086921,-4.63015,-4.7934055,-4.4761887,-5.041565,-4.358599
333,-3.7935505,-3.808044,-4.1477156,-4.018398,-3.84095,-1.8373923,-5.3135858,-3.8586195
334,-3.8722441,-4.611816,-4.6662974,-4.479277,-3.9024851,-4.3570395,-5.2843,-4.269815
335,-3.8592558,-4.0701785,-4.0561786,-4.246605,-3.8471289,-3.7999327,-5.487528,-4.1867824
336,-3.9322178,-4.204869,-4.61654,-4.2415752,-3.9100835,-4.1121316,-4.810331,-4.0127892
337,-4.6281466,-4.417696,-4.211387,-4.4887977,-4.2520123,-3.939932,-3.488253,-5.0867066
338,-3.9090712,-4.371597,-4.7949376,-4.19653,-3.9175436,-4.387599,-5.028944,-3.961624
339,-3.8164072,-3.856981,-4.050855,-3.8056529,-3.8087015,-3.8724742,-5.438565,-3.8495183
340,-4.6266623,-4.4686,-5.631924,-4.481809,-4.391078,-4.343647,-5.5053177,-4.020997
341,-4.309293,-3.9365835,-4.4896965,-4.336303,-3.979039,-4.0321074,-5.524638,-4.229483
342,-3.854208,-4.311018,-4.554643,-4.0758524,-4.584369,-4.061831,-4.697061,-3.9346397
343,-3.6520305,-3.668143,-3.9253232,-4.3321404,-3.5859113,-2.8337426,-5.2776537,-1.717321
344,-4.4733047,-4.435547,-4.8963113,-4.4937134,-4.166462,-4.4509764,-5.476945,-4.537491
345,-4.093474,-4.533872,-4.433288,-4.4374876,-3.8684,-4.1333766,-4.7452574,-4.126095
346,-4.2728033,-4.4069223,-4.9144387,-4.2030106,-3.9858382,-4.2728977,-5.287197,-4.047744
347,-3.815018,-4.4954357,-4.799277,-3.9499686,-3.8144672,-3.9815323,-5.034503,-3.8976383
348,-3.8286362,-4.1277127,-4.256904,-4.0277953,-4.7064714,-3.9876554,-4.0626483,-3.8504052
349,-4.225164,-4.1740794,-4.683617,-4.3866076,-3.9367638,-4.2252984,-5.545234,-4.468697
350,-4.7313385,-4.516905,-4.8560066,-4.491874,-4.26569,-4.446219,-5.659178,-4.677643
351,-3.8062062,-3.811254,-4.7550983,-3.8056529,-3.839781,-3.8302197,-4.064277,-3.8240132
352,-4.1858673,-4.449458,-4.879607,-4.2743406,-4.1645885,-4.391826,-5.447373,-4.133059
353,-4.1538963,-4.4258494,-5.315814,-4.1168094,-4.008662,-4.1481996,-5.4367385,-4.1871448
354,-4.5775385,-4.2501307,-4.8914156,-4.4196897,-4.0550017,-4.3668246,-5.5974627,-4.3869557
355,-3.8665626,-4.0793576,-4.1934958,-3.874863,-3.843447,-4.002131,-5.5422063,-3.8862517
356,-3.7988195,-4.622927,-4.0416327,-3.9676394,-3.8049016,-4.05356,-4.1288624,-3.826514
357,-4.132302,-3.7816155,-4.5819564,-4.416471,-4.107121,-2.507685,-4.5182037,-4.0612626
358,-4.6249876,-4.722042,-4.821705,-4.845807,-4.9888434,-4.605315,-6.2315583,-5.116412
359,-4.201262,-4.567666,-4.3703933,-4.256996,-4.630111,-4.4529047,-5.102071,-5.0586786
360,-4.611991,-4.262351,-4.5111346,-4.5683746,-4.2532477,-4.3108377,-5.4285517,-4.596309
361,-4.574865,-4.534078,-4.8272004,-4.4976206,-4.3151793,-4.5060143,-5.5597258,-4.700241
362,-3.5487957,-4.6253157,-2.8373005,-4.8708396,-4.030536,-3.4082527,-5.15018,-4.786038
363,-4.1615796,-4.421545,-4.21072,-4.539271,-4.102949,-4.1881905,-4.8566194,-4.299056
364,-3.8067093,-3.8661065,-3.845703,-4.026736,-3.8555102,-3.8783824,-5.3993692,-3.8458974
365,-4.389622,-4.576749,-3.6147807,-4.0457883,-3.922753,-3.5241373,-2.6101758,-4.1331267
366,-4.013049,-3.397133,-4.3304176,-4.232911,-4.1889772,-4.4515414,-4.6299367,-4.7229595
367,-3.9197383,-4.2499075,-4.793839,-4.2330685,-3.8990047,-4.218033,-5.5098734,-4.210102
368,-1.7919698,-4.508239,-2.2788494,-2.861952,-3.5514727,-3.242339,-2.6731124,-3.4488149
369,-5.0226493,-3.8552935,-2.5108652,-1.7822323,-3.6382651,-2.9530234,-3.0461564,-4.5925856
370,-3.8280652,-3.8569229,-4.481948,-3.952049,-3.8190105,-3.9809952,-5.4427643,-3.9882195
371,-3.6504543,-4.4418297,-2.4741523,-4.79207,-3.9835258,-4.4681983,-3.8797474,-4.2939997
372,-4.3803706,-4.67664,-4.9629054,-4.526679,-4.4194503,-4.531572,-5.5662746,-4.6504498
373,-4.6092896,-4.7446,-5.054942,-4.4550767,-4.3428807,-4.579737,-5.672314,-4.825742
374,-4.7190194,-4.561485,-4.7343597,-3.7717724,-4.2055073,-4.443831,-5.5734816,-4.226537
375,-3.8581448,-3.8245106,-4.3407474,-4.0813885,-3.820609,-4.0069594,-5.2526436,-3.941524
376,-4.286535,-4.649203,-4.8573213,-4.5947094,-4.4100533,-4.6636486,-5.859331,-4.608214
377,-4.503459,-3.703668,-4.515342,-3.8661966,-3.8612897,-4.01604,-5.401127,-4.430866
378,-3.5992892,-4.59352,-4.856157,-4.513148,-4.128208,-4.346586,-5.692368,-4.5679874
379,-3.953295,-4.5358257,-4.8096733,-4.3101873,-5.5417614,-4.362482,-5.177238,-3.9669037
380,-3.8450084,-4.3532367,-4.5452337,-4.0830655,-5.362349,-4.2633576,-4.443484,-3.90974
381,-3.8181117,-3.983872,-4.298415,-3.8796608,-3.8490102,-3.8827336,-4.6381965,-3.8774037
382,-4.504065,-4.5349703,-4.875382,-4.3664784,-4.381053,-4.4460964,-5.4839425,-4.5031557
383,-4.574373,-4.603238,-5.5848994,-4.4002438,-4.345208,-4.161709,-5.500549,-4.522411
384,-4.4350643,-4.571691,-4.8475213,-4.47505,-4.368267,-4.5236163,-5.6073103,-4.8147984
385,-3.7963948,-4.777553,-3.857435,-3.988564,-3.7986472,-3.9996583,-4.0328283,-3.8273287
386,-3.8971586,-4.973965,-4.203204,-3.8919413,-3.8572173,-3.895289,-4.563614,-3.851234
387,-3.787387,-2.020191,-3.857435,-3.8056529,-3.796775,-3.7926953,-3.8959384,-3.8181832
388,-4.316258,-4.1340213,-5.422788,-4.244467,-3.8905592,-3.9740446,-5.538193,-3.9070082
389,-3.7446802,-3.8973186,-3.9557805,-4.0355997,-3.6667972,-3.8317554,-4.6964183,-3.9304721
390,-3.9241772,-3.4178352,-4.5351086,-4.3113832,-4.0631065,-4.329771,-4.771236,-4.128806
391,-5.219024,-4.753648,-5.041754,-4.7179875,-4.3384037,-4.731194,-5.6816163,-4.65829
392,-4.9571586,-4.608527,-4.406381,-4.581084,-4.2171135,-4.599919,-5.841233,-4.589741
393,-3.8077521,-3.9264874,-4.219174,-3.8856754,-3.7973368,-3.8239937,-4.890769,-3.8408418
394,-4.368,-4.4448175,-4.509026,-3.9874175,-4.2180986,-3.5678272,-4.348843,-4.451758
395,-3.8624973,-4.2367473,-4.6518507,-3.8056529,-3.8872862,-4.026677,-5.536099,-3.9595795
396,-3.9158804,-3.9804459,-4.21198,-3.9523973,-3.8997912,-3.8779647,-5.5143304,-4.107956
397,-3.7981503,-5.0060844,-4.660076,-4.682061,-3.813829,-4.198642,-3.9720201,-3.8892095
398,-3.9921062,-4.1506534,-4.420982,-3.8817163,-5.1714096,-4.2142377,-4.7387953,-3.8857327
399,-4.567984,-4.1191974,-4.9520893,-4.396406,-4.1199017,-3.9014478,-5.4500937,-4.488331
400,-3.884536,-4.207416,-4.187756,-3.7127767,-3.876993,-3.8967152,-5.0068927,-3.9361112
401,-3.8874772,-3.8531263,-4.600206,-3.9614928,-3.853277,-4.1321917,-5.0764065,-3.933257
402,-4.3520722,-4.31907,-4.6198025,-4.250851,-3.896582,-4.3590617,-5.025824,-4.35621
403,-4.092627,-4.1142187,-4.9039507,-3.8056529,-3.8659058,-3.7926953,-4.5646977,-3.9570088
404,-3.8161259,-4.2153487,-4.2672496,-4.15072,-3.8328493,-3.9528713,-5.4056907,-3.8746474
405,-3.67464,-4.030206,-3.6711462,-3.527623,-3.7403703,-3.3094532,-5.060929,-3.6367533
406,-4.2075167,-4.496932,-4.5094132,-4.407126,-4.25477,-4.184386,-5.4188848,-4.5222273
407,-3.91215,-4.4118013,-4.510312,-4.1556425,-3.8508084,-3.996641,-5.482203,-4.0340185
408,-4.1458507,-3.9685316,-4.578163,-4.2143793,-3.8962755,-4.00621,-5.527507,-4.5366054
409,-4.4724574,-4.4331284,-4.1643186,-4.251109,-4.209088,-4.243147,-4.837214,-4.4618654
410,-4.4384923,-4.3849807,-4.8672295,-4.3101563,-3.9095535,-3.9544153,-5.4664965,-3.981459
411,-4.3644233,-4.1907983,-4.354157,-4.202966,-3.8433545,-3.4502275,-5.147037,-4.1643405
412,-3.9128356,-4.2104287,-4.901229,-4.2191,-3.8730335,-4.441594,-5.3306427,-4.3936305
413,-3.791357,-3.9128015,-4.1969657,-4.0144825,-3.817309,-3.9075644,-5.3319936,-3.8580065
414,-3.7558978,-1.4071308,-3.7129924,-4.0816746,-3.892852,-3.196275,-4.7578945,-3.865435
415,-3.8378146,-3.8639965,-4.612314,-3.9445388,-3.8238199,-3.8329713,-4.331856,-3.9856112
416,-3.7885618,-3.859233,-3.9020822,-3.8056529,-3.7995949,-3.7926953,-5.2319474,-3.8247418
417,-4.4753284,-4.675311,-4.87888,-4.739208,-4.6411324,-4.5204153,-6.2154675,-5.4718857
418,-3.9278047,-4.3671184,-4.610664,-4.166164,-5.1582303,-4.265618,-4.5622683,-3.972259
419,-3.8981705,-4.4088936,-4.7493515,-4.1577334,-3.8871865,-4.055273,-5.5076694,-3.985448
420,-4.219907,-4.529647,-4.7603016,-4.4045887,-4.2617836,-4.510756,-5.396367,-4.41554
421,-4.899952,-4.470037,-4.848154,-4.533601,-4.177723,-4.4384155,-5.7089753,-4.5907164
422,-4.0425143,-4.3153024,-4.6981945,-4.5215745,-4.227654,-4.3631134,-3.0808597,-4.193874
423,-4.352,-4.147004,-4.7318497,-4.2618737,-4.152859,-4.2342153,-5.4777203,-4.4743533
424,-4.193876,-4.0431437,-3.9567137,-4.3069906,-4.0993333,-3.4853175,-4.3655143,-2.6942337
425,-3.8215168,-4.3407836,-4.3819194,-3.9794354,-3.8310034,-4.008707,-5.364401,-4.3824525
426,-3.8006873,-3.808044,-4.039828,-3.8930275,-3.7950397,-3.8656719,-5.407367,-3.9526453
427,-3.881552,-3.916048,-4.591432,-4.0123825,-3.8790395,-4.0125575,-5.513429,-4.1609383
428,-4.2596736,-4.726132,-4.7640395,-4.55455,-4.2439585,-4.549014,-5.3575225,-4.3225484
429,-5.4806376,-4.714213,-4.949747,-4.365259,-4.048105,-4.4203753,-4.942262,-4.583782
430,-4.338054,-4.357578,-5.239356,-4.2019773,-3.8626068,-4.03979,-5.3844275,-4.0116615
431,-4.270417,-4.5613403,-4.8006067,-4.5465913,-4.3464055,-4.520016,-5.5285373,-4.3627396
432,-4.9661183,-4.61356,-5.0435853,-4.80564,-4.226328,-4.673176,-5.7359724,-4.6372113
433,-4.528932,-4.2875485,-4.679048,-4.37837,-3.96997,-4.1527205,-5.580036,-3.9859867
434,-4.2516513,-4.398386,-4.713058,-4.346545,-3.935872,-4.1477995,-5.6023817,-4.0207667
435,-5.362606,-4.451676,-5.0179105,-4.6287394,-4.328486,-4.6122746,-6.045507,-4.8959565
436,-4.749444,-4.648298,-4.91831,-4.6349316,-4.367545,-4.596769,-5.891238,-4.8109674
437,-4.039397,-4.620458,-4.7532406,-4.116339,-5.4033666,-4.303679,-4.30139,-3.8770404
438,-2.692664,-3.852035,-2.2778373,-1.7352831,-2.7758443,-1.1921872,-1.654922,-1.4280648
439,-3.8034878,-4.2660923,-4.2836065,-3.8765817,-3.8491104,-3.9198833,-5.1940575,-4.5353193
440,-3.7930255,-3.8643827,-3.9600987,-3.8056529,-3.806429,-3.7926953,-5.276007,-3.887515
441,-4.0490923,-4.4179544,-4.4077516,-4.6286364,-3.7623389,-4.2190847,-3.4533741,-3.5822425
442,-4.1274676,-4.049612,-4.434358,-4.174577,-3.6826477,-3.8217275,-4.5226436,-4.4214087
443,-3.7971897,-3.808044,-4.1458535,-3.8056529,-3.802665,-3.8500264,-4.478423,-3.850315
444,-3.8660312,-4.3018208,-4.318692,-4.3788304,-3.9142811,-4.2273793,-4.516458,-3.9715598
445,-3.8639226,-4.0800276,-4.3769917,-4.0175447,-4.9597387,-4.1054826,-4.4713626,-4.298953
446,-4.0818586,-4.651567,-4.833476,-4.639956,-5.7359924,-4.3872957,-4.834776,-4.487558
447,-3.9846573,-4.3891454,-4.5401883,-4.007585,-5.3030424,-4.2643986,-4.9218817,-4.1569643
448,-4.587234,-4.748674,-5.2038164,-4.8563976,-4.4793673,-4.892042,-5.5658364,-4.850989
449,-5.108984,-4.662232,-4.505241,-4.1679883,-4.119911,-4.4605927,-5.7234473,-4.393057
450,-4.136856,-4.4462776,-4.6822863,-4.495996,-4.1315293,-4.5015755,-5.4800687,-4.075348
451,-3.29948,-4.491226,-3.8313305,-4.3541465,-3.6113412,-4.399486,-5.696246,-4.556329
452,-3.8873882,-3.9162173,-4.4295235,-4.087892,-3.8724933,-3.8460648,-5.3306403,-4.038267
453,-4.003708,-4.391977,-5.610902,-4.6351147,-4.250173,-4.3895507,-5.3111806,-3.8982985
454,-4.110966,-4.3988886,-4.822043,-4.3801637,-4.0967245,-4.226921,-5.510495,-4.4806533
455,-3.8220797,-3.817284,-4.143388,-3.8931525,-3.8434336,-3.9332745,-4.9986844,-3.9229789
456,-3.79214,-3.808044,-3.857435,-3.8056529,-3.7914634,-3.7926953,-3.9458647,-3.8236616
457,-3.889423,-3.808044,-3.9568322,-3.8056529,-3.8227665,-4.069801,-5.44157,-3.931453
458,-3.798712,-3.808044,-3.9591389,-3.8750587,-3.8079996,-3.7926953,-4.262483,-3.8465075
459,-4.0719843,-4.250817,-4.385941,-4.035835,-4.273694,-3.9921856,-4.7849555,-3.8682113
460,-4.5498962,-4.575495,-4.824256,-4.0389585,-4.090791,-3.9237535,-4.8079677,-4.3421307
461,-4.366437,-4.264902,-4.650403,-4.163053,-3.7480192,-4.050975,-5.281108,-4.3359656
462,-3.8330615,-3.808044,-3.857435,-3.8056529,-3.8290749,-3.7926953,-4.2819257,-3.8273368
463,-3.815402,-4.573114,-4.661408,-3.3081937,-3.8836627,-4.0774503,-4.2959423,-3.8527985
464,-3.7891579,-3.808044,-3.857435,-3.8056529,-3.7914634,-3.7926953,-4.0237722,-3.8197756
465,-3.795497,-3.808044,-3.857435,-3.885199,-3.7958465,-3.7926953,-4.2635813,-3.8300602
466,-3.787387,-3.808044,-3.857435,-3.8056529,-3.7914634,-3.7926953,-4.058567,-3.817537
467,-3.787387,-3.808044,-3.857435,-3.8056529,-3.7914634,-3.7926953,-4.0568805,-3.8189254
468,-3.791357,-3.9127824,-3.9512403,-2.860925,-3.7978094,-3.7926953,-4.28012,-3.8247938
469,-3.7880998,-3.808044,-3.857435,-3.8056529,-3.7914634,-3.7926953,-4.155354,-3.8184092
470,-3.7950618,-3.8670413,-4.122448,-3.8766136,-3.794438,-3.8257673,-4.509669,-3.8331926
471,-3.787387,-3.808044,-3.857435,-3.8056529,-3.7914634,-3.7926953,-4.145354,-3.8188872
472,-3.820479,-3.808044,-4.5826693,-3.8056529,-3.821985,-3.876718,-4.864113,-3.8747313
473,-3.8049562,-3.9324882,-4.148476,-3.9552615,-3.8001869,-3.814374,-4.7216563,-3.8440652
474,-3.787387,-3.6057212,-4.116948,-2.7718194,-3.8006108,-3.6583483,-4.0289316,-3.8230975
475,-3.7881758,-2.484105,-3.857435,-3.8056529,-3.7972372,-3.7926953,-3.8937464,-3.8179462
476,-4.0472856,-4.627192,-4.9131455,-4.281408,-4.137573,-4.724565,-5.2275167,-4.136332
477,-3.7579808,-3.9041963,-3.857435,-3.8270335,-3.2227387,-3.7926953,-3.898971,-3.81845
478,-3.787387,-4.2300143,-3.857435,-3.8056529,-3.7914634,-3.8346455,-3.913817,-3.8191717
479,-3.793655,-4.526037,-4.328799,-4.449996,-4.169212,-3.7769918,-4.4724107,-4.200481
480,-3.8464408,-5.0796576,-4.702377,-4.293454,-4.191824,-4.307632,-5.245096,-3.9046044
481,-3.8785295,-4.013794,-2.027527,-4.2278633,-3.930095,-3.8868868,-3.9828753,-3.9897761
482,-3.8331525,-4.1483746,-4.1807003,-3.8771346,-4.7785907,-4.3480215,-4.836078,-3.8839383
483,-3.882978,-3.9228115,-4.1379795,-3.8778942,-3.9224408,-3.8840685,-4.3870783,-3.9839323
484,-4.006562,-3.5209224,-4.101556,-4.4949794,-4.3315344,-4.2713103,-5.298437,-4.1719685
485,-4.524146,-4.64624,-4.9440827,-4.6013393,-4.3354897,-4.6235447,-5.481032,-4.5746274
486,-4.2686305,-3.6923537,-3.7175815,-4.6495156,-3.9433718,-3.4592378,-4.4262595,-4.0726867
487,-3.8802636,-4.082861,-4.154841,-4.096268,-5.236221,-4.0280247,-4.609783,-3.9030726
488,-3.7990398,-4.152327,-4.1382556,-3.4661689,-3.8127334,-4.1271544,-4.125918,-3.8417199
489,-3.7703218,-4.0677056,-3.812154,-4.563219,-3.8642156,-4.1716185,-5.2087502,-3.9121609
490,-3.863622,-3.9876623,-4.147022,-4.0573025,-3.9956264,-4.090776,-4.983668,-4.359556
491,-4.3775625,-4.5025697,-4.723752,-4.2640595,-4.1146398,-3.9720204,-5.383622,-4.477385
492,-4.5748744,-4.3776283,-3.8926208,-4.2576776,-4.048719,-3.8430486,-5.1073685,-4.0350795
493,-4.2105455,-3.5990396,-4.6694236,-4.5384507,-4.273318,-4.3330297,-3.9180005,-4.294218
494,-3.8103669,-3.808044,-4.108543,-3.8056529,-3.7996037,-3.8299732,-5.397766,-3.830146
495,-3.867946,-3.808044,-4.629536,-4.09428,-3.8444817,-3.8751283,-5.2530093,-3.8810334
496,-4.117834,-4.2808313,-4.187964,-4.529148,-4.2145085,-4.183037,-5.3808675,-3.4283054
497,-3.8600621,-4.160601,-3.686978,-3.9670057,-3.9361951,-3.2379682,-4.7771397,-4.092209
498,-4.022668,-3.831013,-4.6282263,-3.8056529,-3.9034579,-3.9431014,-5.0986166,-3.9703054
499,-4.2064877,-4.4381437,-4.6275268,-4.5041995,-4.132821,-4.202286,-5.1570144,-4.415075
500,-3.8164957,-3.9993699,-3.9591107,-4.0283885,-3.913436,-3.913754,-4.909227,-3.8638165
501,-3.825483,-4.267574,-4.3750186,-3.5124094,-3.8526254,-3.9796755,-4.500245,-3.8797152
502,-5.035904,-4.829523,-5.3601785,-4.77903,-4.3982334,-4.7693095,-5.803063,-4.8025603
503,-3.8042502,-3.808044,-3.956001,-3.8798473,-3.8133233,-3.888266,-5.222346,-3.861145
