,astrocyte,endothelial cell,ependymal cell,fibroblast,microglial cell,mural cell,neuron,oligodendrocyte
139,2.2886052,-0.4803489,0.16852048,-0.5233677,0.5095611,0.2793508,1.6798832,-0.3268027
140,-2.8180664,-2.1706867,-2.023254,-2.6017375,-2.6015224,-2.43848,-1.3233912,-2.8866785
141,-1.1825566,-1.7668617,-0.95442915,-1.3297926,-2.5446057,-1.9453192,0.33078295,-2.271164
142,0.16487142,-0.5871175,1.6647271,-0.8605681,-1.8081052,-1.7978016,1.2275405,-1.8787191
143,-0.14525242,0.4187569,-0.77243966,-0.87608373,-0.39291131,-0.5156049,1.0000101,0.3180116
144,-2.5074537,3.6508048,-1.0354828,-1.1919776,-2.5329952,0.15338379,-2.886449,-2.9715643
145,-1.8688124,-1.7709018,-1.8544856,-1.1501245,-1.9631289,-1.051336,0.5837541,-2.0643525
146,-1.3231992,-0.51262623,-1.0169336,-0.31220785,3.7580104,-0.63185734,-1.4402906,-0.8998236
147,3.3577802,0.80698556,2.064196,0.620706,-0.14743096,1.1138544,4.1772227,3.1758823
148,0.4288409,0.5177444,0.3952669,0.96213883,-0.28688365,0.94863427,1.9128474,2.7241263
149,-3.0603645,-3.178449,-2.6316066,-3.1718793,-2.7137163,-3.1658301,-1.1898603,-3.1049912
150,-0.2812006,0.2750576,-0.47620982,2.9898758,-1.6086745,0.43061882,1.1972284,0.26229015
151,-0.69871396,-1.5888091,-0.49084097,-0.22573115,-1.7522382,-0.7717982,0.5668266,-1.3966213
152,2.3789957,0.58353394,4.3356276,1.604999,-1.6412395,0.20238164,0.73520535,-1.0109258
153,-2.3531747,-0.6708736,-2.3925986,-1.8136929,3.519836,-0.5430837,-1.7572867,-2.598085
154,1.4262625,-0.30858886,0.57608616,0.8527993,-0.7297206,0.43007356,3.119266,1.4960036
155,-1.8369174,-2.7622118,-2.9086258,-3.1718793,-2.7957377,-2.9083116,-0.71716374,-2.630587
156,1.6583303,1.7001038,2.6058998,2.8899517,0.24318714,1.6137958,3.8951926,0.71478456
157,-2.4547827,-2.1701357,-2.047303,-2.1641343,2.6633353,-1.0773889,-2.9450648,-2.834092
158,-2.2308843,-2.420336,-1.8773274,-1.564454,-2.0959375,-1.5841264,0.510809,-0.31140026
159,-1.4175222,-0.2470341,0.5435704,-1.5688688,1.1198779,-0.20227164,1.6311089,-1.4793556
160,-0.20869415,0.4167172,0.2079014,-0.044756345,0.21621749,0.561341,1.8068678,3.0332725
161,3.5693662,2.429323,3.1184454,3.1297626,2.6455495,2.4997814,4.0418673,3.451482
162,1.0413446,1.7865427,1.1612822,1.0730969,-0.9315513,1.2273359,1.995856,0.4137506
163,0.7759242,1.5121832,0.8605178,2.520199,0.85293144,2.4973133,3.5067801,3.0865955
164,-0.45744702,0.20122801,0.5901627,0.70848346,-0.2694292,0.9945581,2.0047367,-0.53669596
165,-2.5774488,-1.7644647,-1.5417652,-2.149847,-2.0875845,-0.45572388,0.5935973,-2.4959495
166,-1.9240551,-0.7156409,-0.79921585,-0.9971313,-1.4774413,-0.86850506,0.9581361,-2.1958826
167,4.590453,1.5333407,3.0211549,1.6398058,0.58331984,1.9020898,3.7988484,3.562238
168,1.769833,1.5164573,2.0477178,1.7162756,4.260911,1.4422718,2.8884282,2.8226557
169,-1.5992123,-1.932722,-1.7780899,-2.6102602,-0.9535497,-1.8091054,0.20953543,-1.7626854
170,-1.4007277,-2.4601524,-2.6363618,-2.5755196,-2.398905,-2.6780512,0.42511812,-0.24691626
171,-0.9201912,-2.1706586,-1.5171342,-1.8153648,-2.2358925,-1.5872616,0.250874,-0.19538288
172,-1.0293154,-2.1480393,-1.8819213,-2.602792,-2.2537048,-2.0945477,0.64622456,-0.040452626
173,-2.2003741,-3.178449,-1.8981059,-2.595904,-2.535521,-3.1658301,-0.49849352,-1.4288143
174,-2.8608181,-3.178449,-3.2498424,-3.1718793,-3.0615435,-3.1658301,-1.0992569,-2.4906607
175,-2.3127112,-3.178449,-2.9045312,-2.6035485,-2.9511456,-2.670354,-0.446201,-1.750477
176,-1.7501388,-3.178449,-1.5475143,-1.8210782,-2.6554797,-2.6212544,-0.075523295,-1.2669497
177,-2.8701944,-2.4725664,-2.0123181,-2.6203842,-2.852928,-2.893328,-0.9037201,-2.9494689
178,-2.5972776,0.40634084,-2.157558,-2.5874226,-2.6980772,-2.0400786,-1.3095734,-2.9773204
179,0.21978532,0.63682467,0.84396195,1.2568486,0.10231062,1.1271656,4.7159038,2.130222
180,-3.058362,-2.7684643,-2.6134083,-3.1718793,-2.749071,-2.8881059,-0.8500803,-2.5030463
181,-0.27749926,-0.563205,0.25148344,-0.5304515,-1.084891,-0.4184623,2.7708733,-0.9020492
182,-0.48407507,-1.1754776,-1.0451622,-1.8470126,-1.8457093,-1.9303911,0.7977173,-0.6723804
183,0.5844535,1.1042956,0.57493836,1.0084964,0.8238544,1.8525268,3.069381,4.18554
184,3.115857,-1.0529417,-0.75982356,-2.142459,-2.4381104,-1.5385786,-1.5129087,-2.2720602
185,3.647184,0.94150335,1.9967875,0.5832058,-0.096316114,0.6321249,0.2677962,0.4016249
186,-0.20294137,0.76282656,1.234891,1.115213,0.49895754,0.6734297,3.4300032,0.2999263
187,-1.2426,-1.9508553,-3.2498424,-1.1611028,-2.727137,0.50376445,-2.4373384,-2.6546528
188,-2.9073787,-2.7450237,-3.2498424,-1.8352593,-1.7638294,-0.08532787,-3.2152522,-3.1704743
189,1.3245306,1.6364092,2.8205383,3.4485843,-0.56624645,2.8115695,3.7337277,-0.29668787
190,-1.6460757,0.032705363,-1.2845697,-0.5361794,-0.32922432,-0.84253746,-0.5437666,-1.6284214
191,2.225075,1.131906,0.5951298,1.2245989,2.2466397,0.88088393,2.2548819,2.0839775
192,1.3346378,0.338585,4.2815547,-1.3479785,-2.152977,-0.3619629,0.5554054,-2.4459367
193,-2.1962283,-1.6808372,-1.8347251,-2.1313858,-2.3980699,-1.5489589,0.9185646,-2.5907073
194,-1.147789,-0.30943194,-0.8168979,-0.35745245,-1.7636187,-0.95056206,1.2242595,-0.3826615
195,-1.455793,-0.02015736,1.4030231,-0.02726594,-1.4343156,0.69216865,1.396935,-0.16839044
196,1.8517442,1.7023873,1.4904344,2.724674,2.823083,1.7060591,3.2093558,1.6450822
197,-2.3417745,-0.25315532,-2.0308638,3.7348833,-2.623059,-0.34020963,-2.1635532,-2.6172647
198,-1.5023222,0.5551879,-1.1812232,-0.52570015,-0.51069736,-0.8604187,0.8731104,-1.8554008
199,1.9026419,0.48501962,0.15285307,0.96138376,-0.73521864,0.29775307,1.7665462,1.6048197
200,0.8472079,0.5551974,-0.20830935,0.41749075,3.2791433,1.1297997,2.1772087,1.3753349
201,-2.0738776,-1.9406222,-1.9900771,-3.1718793,-2.4351904,-2.65269,-0.4703594,-2.5259597
202,0.24757281,-0.25730425,0.2954397,0.1509616,-0.7580179,-0.017564967,0.88023686,0.48769325
203,-1.5162941,-0.06510657,-0.49089512,0.30838597,-1.0036244,-0.036878493,1.1639105,1.4063435
204,-0.43318087,-0.22003058,-0.42350096,2.4949992,-2.7428339,-1.1605351,-2.0751162,-1.647936
205,-0.25143826,-2.137113,-0.81918967,-1.5369731,-2.165409,-1.0991766,-0.07451658,-1.8209436
206,1.3785784,0.7746394,1.5121447,0.35686773,-0.19224463,0.88640356,3.5290043,2.4968247
207,-2.6060712,-2.1499667,-2.589884,-2.1532815,-2.5401607,-2.0882974,-0.08017568,-2.5947435
208,-1.3319229,-1.3049253,0.011970733,-1.1391679,-1.0016413,-0.8990839,2.1317801,-0.45034266
209,2.45881,2.5397158,2.4995112,2.41453,1.7475393,2.713983,2.9715817,2.0043974
210,-0.55812776,0.04603405,-0.46384263,-0.1897853,-1.084135,-0.17962182,0.6168466,-2.0474994
211,-1.6493418,-0.028072057,-1.2615019,-1.0322448,3.3081894,-0.9882123,-1.924288,-2.8200195
212,-0.91938967,1.711977,0.17161365,0.6185304,4.6159554,0.2774013,-0.78557336,-1.8144499
213,0.19081987,0.42915118,1.5913973,-0.11093387,-0.19726868,0.53932476,2.9915679,0.6275806
214,-0.16893342,0.095963635,-0.084928125,-0.32288966,0.8965609,-0.42801076,1.3600386,-0.718841
215,-2.9706633,-2.164284,-2.3652508,-2.5951211,-3.0410616,-3.1658301,-1.1008525,-3.0767798
216,-2.4866319,1.1708279,-1.7815675,-1.1608613,-2.5847075,1.6818122,-2.8940687,-2.8166583
217,0.380328,-0.7853339,-0.12603688,0.12634397,-0.46331653,0.07428328,0.97157425,-0.051740848
218,1.2640355,1.9748107,0.57520837,2.1790578,0.8876911,1.1611524,3.0583,2.7339582
219,2.550194,1.3139797,4.339068,2.135232,-0.76532006,1.0932186,2.6677537,0.43490094
220,0.82121974,0.7762043,3.2769434,0.89398223,-0.103592165,2.0686562,3.237749,0.8226852
221,-2.3564322,-1.9433703,-1.5078852,-1.1564773,-0.8297661,-1.9085088,0.1850369,-2.7523677
222,2.1431606,0.0767255,4.251637,0.17893818,-2.0603566,-0.25144958,-1.0177448,-1.6128876
223,3.585039,1.587303,3.1580873,2.3662977,0.26248837,1.9856483,3.6039732,2.1357071
224,-3.0343442,-2.7829785,-3.2498424,-2.579683,-3.0512822,-2.8766057,-2.4171283,-3.1156447
225,-0.9162824,-0.28196067,-0.2836482,-0.75407827,-0.8408343,0.039739575,1.2910047,0.42640048
226,-1.503072,1.1264364,0.47959527,4.127299,-1.7637074,1.6652604,-1.4013115,-1.601877
227,0.6029101,1.5045298,1.6575879,-0.6370095,-1.8001411,1.1603434,-0.2885971,-2.4385543
228,2.1502466,-0.4533455,0.090593114,-0.20210716,-1.4971159,0.0042593316,1.2271202,1.4019746
229,-2.4469485,-2.450175,-1.8671783,-3.1718793,-2.5485542,-1.9294502,-0.7424447,-2.555717
230,-1.3685735,-2.7797859,-2.1560218,-2.5850184,-2.145291,-2.061929,-0.71140367,-2.5725117
231,-2.8587532,-1.9466634,-3.2498424,-2.5899193,1.1062952,-2.8931677,-2.9753249,-3.075724
232,-2.9135919,-1.9436486,-2.9082088,-1.8487486,0.8387869,-1.8985386,-3.176929,-3.054063
233,0.9306376,-0.42025626,2.1418924,-1.3644631,1.1413642,-0.45817658,-2.3610325,-2.7026584
234,0.15801384,1.4746381,0.5889956,2.0674388,0.26336282,0.8411875,2.852509,2.6051264
235,-2.466682,-2.4516773,-1.6409584,-2.140295,-1.9325038,-1.790261,0.49621013,-2.5472217
236,-2.318051,-1.9290445,-1.775833,-1.8433337,-2.3764389,-1.674772,0.36169067,-2.6016662
237,-2.3656862,-2.1876357,-1.8784027,-1.5692184,-2.7470691,-3.1658301,-0.022725297,-2.8234928
238,0.4625682,0.6932258,3.4772267,1.4464757,-0.3377772,1.1714795,4.7156916,1.1123927
239,1.126527,-0.22522591,4.2975783,-2.1647515,-1.2916496,-0.8307034,-0.9116529,-1.0626662
240,-1.5651151,0.9249505,-0.8220151,2.3189433,-0.89332306,2.2015283,1.236498,-0.55308896
241,-2.353972,-1.3088984,-1.1837286,-1.8565061,-2.3538277,-1.0636705,-0.6652623,-2.426755
242,0.18271196,1.6954788,1.29919,0.71958995,3.884272,1.4058942,-0.9049659,0.17993495
243,2.842729,2.123424,3.0430963,2.182423,1.2308631,2.9292555,4.2454963,4.252767
244,-1.9117043,-0.4062254,-0.94982964,-0.7636379,-1.6732783,-0.52537644,0.6168085,-2.3420486
245,-3.1057608,-3.178449,-2.8942986,-1.8576497,-3.156005,-3.1658301,-2.604138,-3.154618
246,3.1685662,1.7157325,2.6758816,1.973543,0.9222,1.7239394,3.0798779,4.463572
247,3.7796543,1.1253341,3.6824265,1.2023174,-0.04846199,1.2237865,3.3698332,0.6442991
248,1.2046657,1.060813,1.9468554,-1.3273046,-2.0353832,0.2849383,0.05533149,0.0763892
249,-2.7849634,-1.5890132,0.8255097,-2.1610796,-2.6150339,-1.568232,-2.780349,-2.263936
250,-1.3954651,-0.8726594,-1.6142412,-0.6437632,-1.556375,-0.86498594,0.22220373,-1.1492468
251,0.22794245,1.6085609,1.9567043,1.631468,0.2289015,1.1603408,4.560851,1.8446238
252,-0.27312905,0.013535595,0.513399,0.64376104,-0.20131312,0.31305167,2.383154,-0.5654898
253,-2.2220573,2.359034,1.2334012,0.11609187,-2.1908143,2.546953,-0.84469974,-2.6112516
254,-0.03535089,1.846785,1.3506235,1.0551726,-0.058769044,1.5577198,4.563395,2.7833254
255,0.2443086,1.4406484,1.61133,1.6523975,0.49185595,1.6468018,4.812735,2.3525589
256,4.6600285,2.0278966,3.6581476,2.427934,0.5951186,3.100509,4.686016,4.145217
257,3.0081224,0.4188458,2.4632728,0.40385637,-0.5745394,0.89372575,2.6961586,2.0615911
